,Iteration,Train Loss,Test Loss
209,2090,0.1224373,0.12251879
210,2100,0.121370986,0.13607095
211,2110,0.12773533,0.13762546
212,2120,0.13584642,0.12685363
213,2130,0.12118939,0.12365657
214,2140,0.11902326,0.12985508
215,2150,0.118783414,0.12058839
216,2160,0.11849635,0.118360676
217,2170,0.12537023,0.117576465
218,2180,0.11866758,0.123747654
219,2190,0.11820448,0.12050442
220,2200,0.115658544,0.11564843
221,2210,0.11578456,0.11587314
222,2220,0.13062207,0.13383023
223,2230,0.114148565,0.11478537
224,2240,0.14423344,0.114981115
225,2250,0.11647883,0.15313978
226,2260,0.112851,0.1254839
227,2270,0.1127623,0.16924478
228,2280,0.11174701,0.12711154
229,2290,0.11087358,0.11182095
230,2300,0.12011854,0.12778097
231,2310,0.11073968,0.11090463
232,2320,0.12881026,0.11017826
233,2330,0.10993704,0.1562316
234,2340,0.10838434,0.10922453
235,2350,0.10762551,0.12141994
236,2360,0.1072717,0.13589281
237,2370,0.12193796,0.10973501
238,2380,0.10730454,0.12063538
239,2390,0.106245846,0.10821033
240,2400,0.10769868,0.106444374
241,2410,0.10490414,0.10553772
242,2420,0.1060893,0.13599424
243,2430,0.17116816,0.10433558
244,2440,0.10550152,0.10585164
245,2450,0.10459993,0.12569712
246,2460,0.10335104,0.13067675
247,2470,0.10211444,0.10330152
248,2480,0.10199267,0.11192335
249,2490,0.10081622,0.111761466
250,2500,0.120361045,0.10204023
251,2510,0.1191074,0.11874179
252,2520,0.11080718,0.104430966
253,2530,0.10188746,0.10735649
254,2540,0.10988229,0.1336122
255,2550,0.09860505,0.11467852
256,2560,0.119359784,0.09865734
257,2570,0.09962249,0.10935273
258,2580,0.10776344,0.14626889
259,2590,0.096425176,0.14618826
260,2600,0.111963175,0.0959764
261,2610,0.10799939,0.09978274
262,2620,0.09521596,0.14221975
263,2630,0.13957424,0.09483777
264,2640,0.10399176,0.09562631
265,2650,0.11043007,0.10788323
266,2660,0.10187254,0.106609136
267,2670,0.09304287,0.1118773
268,2680,0.09231847,0.092601
269,2690,0.092086226,0.110688835
270,2700,0.09170635,0.093732834
271,2710,0.09081179,0.09182778
272,2720,0.09057359,0.09093125
273,2730,0.10498571,0.10690413
274,2740,0.093985476,0.101685174
275,2750,0.0972785,0.09026732
276,2760,0.09698983,0.0896875
277,2770,0.0952491,0.08854817
278,2780,0.08869284,0.10392946
279,2790,0.089339666,0.1065954
280,2800,0.10734416,0.09708252
281,2810,0.09586946,0.103688635
282,2820,0.08659944,0.08702181
283,2830,0.09589155,0.116576664
284,2840,0.08590435,0.08607435
285,2850,0.09677315,0.085398175
286,2860,0.08468428,0.12533632
287,2870,0.084577024,0.11271949
288,2880,0.083933406,0.11151696
289,2890,0.08331014,0.08413595
290,2900,0.08436469,0.1666347
291,2910,0.08236133,0.10323717
292,2920,0.09754448,0.09215339
293,2930,0.090039544,0.095584
294,2940,0.10111603,0.08179182
295,2950,0.08100042,0.09240322
296,2960,0.1015839,0.09215397
297,2970,0.090962835,0.09243331
298,2980,0.08002504,0.09165276
299,2990,0.08214858,0.07990983
300,3000,0.09149617,0.079334185
301,3010,0.08061898,0.09346821
302,3020,0.07974905,0.090542175
303,3030,0.07807851,0.08155759
304,3040,0.08871788,0.08888273
305,3050,0.07710987,0.08681023
306,3060,0.077239215,0.07746663
307,3070,0.076703124,0.077132866
308,3080,0.07635609,0.086698554
309,3090,0.08696685,0.089080475
310,3100,0.07533762,0.07531207
311,3110,0.074833825,0.17129882
312,3120,0.074683435,0.1795988
313,3130,0.07435837,0.07680214
314,3140,0.07403382,0.0743136
315,3150,0.07355553,0.07394176
316,3160,0.07340173,0.07672002
317,3170,0.073896356,0.084395945
318,3180,0.07416574,0.08438762
319,3190,0.07365457,0.084658965
320,3200,0.08654727,0.08832504
321,3210,0.07177525,0.083620325
322,3220,0.08117753,0.07267883
323,3230,0.07264028,0.08520213
324,3240,0.07104789,0.07795257
325,3250,0.071419805,0.08249164
326,3260,0.071269274,0.07157276
327,3270,0.12151528,0.08978978
328,3280,0.06957342,0.09384493
329,3290,0.069607496,0.100042194
330,3300,0.068734325,0.07088601
331,3310,0.06838187,0.085812755
332,3320,0.06812653,0.078688055
333,3330,0.08656249,0.07532043
334,3340,0.06753585,0.09586417
335,3350,0.067059,0.077779554
336,3360,0.066950366,0.082824014
337,3370,0.06667252,0.0667556
338,3380,0.066032164,0.06607676
339,3390,0.06846101,0.07610884
340,3400,0.06580907,0.06597859
341,3410,0.06530874,0.065480635
342,3420,0.06459241,0.06500205
343,3430,0.07476502,0.0744167
344,3440,0.064434566,0.07334293
345,3450,0.06414638,0.074124284
346,3460,0.06387854,0.06437991
347,3470,0.067470394,0.071915254
348,3480,0.06368905,0.0725894
349,3490,0.06292072,0.073034614
350,3500,0.062481172,0.0647804
351,3510,0.06225326,0.07501495
352,3520,0.06314366,0.07126963
353,3530,0.06172546,0.06365348
354,3540,0.061413348,0.0622573
355,3550,0.06102833,0.061797272
356,3560,0.061214745,0.07436303
357,3570,0.06236294,0.06978387
358,3580,0.060371004,0.06158101
359,3590,0.059851136,0.06110358
360,3600,0.05947685,0.068998784
361,3610,0.059390865,0.06852764
362,3620,0.06511799,0.060125615
363,3630,0.06597548,0.07158655
364,3640,0.063886285,0.05901545
365,3650,0.05872474,0.07097416
366,3660,0.058041543,0.065039076
367,3670,0.0664405,0.058043025
368,3680,0.057398457,0.08035393
369,3690,0.057072718,0.067584686
370,3700,0.06424505,0.06301674
371,3710,0.06798489,0.05689307
372,3720,0.056544572,0.05656915
373,3730,0.05607061,0.062687166
374,3740,0.055978563,0.06432623
375,3750,0.055937365,0.07109548
376,3760,0.05678395,0.06256368
377,3770,0.06351706,0.14698222
378,3780,0.062678844,0.060020626
379,3790,0.054837525,0.055669677
380,3800,0.05435421,0.060946092
381,3810,0.05434084,0.06096321
382,3820,0.0555547,0.059094477
383,3830,0.054754097,0.07178203
384,3840,0.0534169,0.061811175
385,3850,0.053443927,0.053879634
386,3860,0.053116433,0.058463383
387,3870,0.052695647,0.061078012
388,3880,0.0531314,0.05647399
389,3890,0.052195136,0.05801927
390,3900,0.05237175,0.052620765
391,3910,0.05558865,0.051747866
392,3920,0.05133175,0.05969102
393,3930,0.051321577,0.055612843
394,3940,0.05239982,0.059371687
395,3950,0.050756603,0.059052322
396,3960,0.050446395,0.07194124
397,3970,0.050508697,0.05991222
398,3980,0.050868686,0.07146212
399,3990,0.0499835,0.050052162
400,4000,0.049822193,0.058189675
401,4010,0.061443646,0.06323063
402,4020,0.05592676,0.060138762
403,4030,0.04893245,0.04911773
404,4040,0.048839204,0.059461255
405,4050,0.04843146,0.04910119
406,4060,0.04831607,0.048151623
407,4070,0.04804178,0.04826102
408,4080,0.04773044,0.055777494
409,4090,0.05545599,0.056287978
410,4100,0.047389798,0.06485846
411,4110,0.05505926,0.055028457
412,4120,0.04690915,0.047129527
413,4130,0.054361615,0.10360526
414,4140,0.04666077,0.076282784
415,4150,0.04666996,0.046674043
416,4160,0.046368215,0.046210214
417,4170,0.045926936,0.053561635
418,4180,0.04583012,0.045804054
419,4190,0.050796114,0.045780562
420,4200,0.04523573,0.05002211
421,4210,0.045005813,0.04530358
422,4220,0.0449151,0.052229762
423,4230,0.04541331,0.044749625
424,4240,0.044809934,0.05272409
425,4250,0.044668145,0.052385923
426,4260,0.04423782,0.04944326
427,4270,0.04436376,0.047535542
428,4280,0.043644853,0.04367809
429,4290,0.043602683,0.04374555
430,4300,0.052085552,0.04351266
431,4310,0.053549834,0.043489166
432,4320,0.04287385,0.050666645
433,4330,0.042889956,0.042917527
434,4340,0.042796616,0.0425774
435,4350,0.042435307,0.04591546
436,4360,0.04243868,0.045858577
437,4370,0.042317692,0.049583588
438,4380,0.041810416,0.04919869
439,4390,0.046309356,0.043753486
440,4400,0.041377313,0.04148178
441,4410,0.041149925,0.048159517
442,4420,0.044918366,0.040955532
443,4430,0.040902913,0.048484545
444,4440,0.040521596,0.04077366
445,4450,0.040685013,0.041850895
446,4460,0.040458456,0.047518358
447,4470,0.042620424,0.04019015
448,4480,0.039827343,0.04028046
449,4490,0.040013377,0.046949968
450,4500,0.03957345,0.043751396
451,4510,0.039494615,0.03949023
452,4520,0.039820854,0.045404986
453,4530,0.047857605,0.049935665
454,4540,0.040960707,0.042343978
455,4550,0.038942724,0.03921502
456,4560,0.039266784,0.04640769
457,4570,0.06010614,0.04162351
458,4580,0.03834808,0.03837096
459,4590,0.03819163,0.044756874
460,4600,0.037903722,0.0384085
461,4610,0.038002692,0.03759669
462,4620,0.037527677,0.037570704
463,4630,0.037502803,0.04025372
464,4640,0.03709952,0.04395501
465,4650,0.037004475,0.03712922
466,4660,0.03686064,0.04469134
467,4670,0.036702935,0.04022145
468,4680,0.036474545,0.043252084
469,4690,0.03631251,0.041551992
470,4700,0.03732726,0.038705137
471,4710,0.037246928,0.053552233
472,4720,0.036384962,0.036006965
473,4730,0.03956276,0.036073487
474,4740,0.035910297,0.037256613
475,4750,0.035404176,0.035645176
476,4760,0.035103515,0.037976306
477,4770,0.034993693,0.041976463
478,4780,0.04137537,0.037866484
479,4790,0.049783677,0.03474636
480,4800,0.04174608,0.03534782
481,4810,0.040734947,0.043727968
482,4820,0.03424202,0.037354015
483,4830,0.034415033,0.03474937
484,4840,0.03456244,0.03502778
485,4850,0.033874102,0.033890754
486,4860,0.033725575,0.038415864
487,4870,0.042692162,0.03343418
488,4880,0.033297345,0.033246927
489,4890,0.033293772,0.033356264
490,4900,0.033107102,0.04043249
491,4910,0.032895476,0.039278563
492,4920,0.0422752,0.032821827
493,4930,0.03251148,0.03270063
494,4940,0.036845144,0.03246735
495,4950,0.03236229,0.03309318
496,4960,0.03222575,0.03232877
497,4970,0.03307105,0.036736116
498,4980,0.032293454,0.03192712
499,4990,0.0319037,0.031981155
